trackName,artistName,album,duration
Tattoos on This Town,Jason Aldean,My Kinda Party,202.466
Dirt Road Anthem,Jason Aldean,My Kinda Party,229.413
Church Pew or Bar Stool,Jason Aldean,My Kinda Party,259.04
My Kinda Party,Jason Aldean,My Kinda Party,284.973
Just Passing Through,Jason Aldean,My Kinda Party,200.2
Fly over States,Jason Aldean,My Kinda Party,218.266
Don't You Wanna Stay,Jason Aldean,My Kinda Party,256.44
See You When I See You,Jason Aldean,My Kinda Party,228.226
It Ain't Easy,Jason Aldean,My Kinda Party,181.413
Texas Was You,Jason Aldean,My Kinda Party,205.186
Country Boy's World,Jason Aldean,My Kinda Party,246.466
I Ain't Ready to Quit,Jason Aldean,My Kinda Party,213.72
Heartache That Don't Stop Hurting,Jason Aldean,My Kinda Party,235.08
If She Could See Me Now,Jason Aldean,My Kinda Party,210.24
This I Gotta See,Jason Aldean,Wide Open,237.266
The Truth,Jason Aldean,Wide Open,238.413
Laughed Until We Cried,Jason Aldean,Relentless,202.533
Do You Wish It Was Me,Jason Aldean,Relentless,264.826
Who's Kissing You Tonight,Jason Aldean,Relentless,204.76
Relentless,Jason Aldean,Relentless,221.813
Dirt Road Anthem Remix,Jason Aldean,Dirt Road Anthem Remix,232.906
Miles and Mud Tires,Granger Smith,Dirt Road Driveway,168.426
Silverado Bench Seat,Granger Smith,Dirt Road Driveway,177.226
Wagon Wheel,Darius Rucker,True Believers,298.373
Don't Think I Don't Think About It,Darius Rucker,Learn To Live,183.306
It Goes Like This,Thomas Rhett,It Goes Like This,186.853
Little Bit Of Everything,Keith Urban,Fuse (Deluxe Edition),205.706
Kiss A Girl,Keith Urban,Defying Gravity,226.733
Springsteen,Eric Church,Chief,263.386
Drink In My Hand,Eric Church,Chief,191.306
Over When It's Over,Eric Church,Chief,159.72
Smoke A Little Smoke,Eric Church,Carolina,191.333
Hell On The Heart,Eric Church,Carolina,164.733
Love Your Love The Most,Eric Church,Carolina,170.386
Homeboy,Eric Church,Chief,227.226
Guys Like Me,Eric Church,Sinners Like Me,191.053
Sinners Like Me,Eric Church,Sinners Like Me,233.314
Carolina,Eric Church,Carolina,279.08
What I Almost Was,Eric Church,Sinners Like Me,201.12
Two Pink Lines,Eric Church,Sinners Like Me,208.426
Carolina,Parmalee,Feels Like Carolina,201.346
Live Like You Were Dying,Tim McGraw,"Greatest Hits, Vol. 2",300.333
Real Good Man,Tim McGraw,"Greatest Hits, Vol. 2",256.933
Red Ragtop,Tim McGraw,"Greatest Hits, Vol. 2",284.666
Just To See You Smile,Tim McGraw,Number One Hits,214.68
One Of Those Nights,Tim McGraw,Two Lanes Of Freedom (Accelerated Deluxe),236.52
Southern Girl,Tim McGraw,Two Lanes Of Freedom (Accelerated Deluxe),255.48
Highway Don't Care,Tim McGraw,Two Lanes Of Freedom (Accelerated Deluxe),278.453
Whatever She's Got,David Nail,Whatever She's Got,236.986
Red Light,David Nail,I'm About To Come Alive,246.333
Turning Home,David Nail,I'm About To Come Alive,298.666
Songs About Rain,Gary Allan,See If I Care,265.8
Every Storm (Runs Out Of Rain),Gary Allan,Every Storm (Runs Out Of Rain),226.08
Watching Airplanes,Gary Allan,Living Hard,242.946
The A Team,Ed Sheeran,+,258.373
Lego House,Ed Sheeran,+,185.093
Kiss Me,Ed Sheeran,+,280.853
Everything Has Changed,Taylor Swift,Red,243.933
Hard To Love,Lee Brice,Hard 2 Love,220.04
Parking Lot Party,Lee Brice,Hard 2 Love,207.893
I Drive Your Truck,Lee Brice,Hard 2 Love,231.84
Love Like Crazy,Lee Brice,Love Like Crazy,217.293
A Woman Like You,Lee Brice,A Woman Like You (Single),209.786
She Ain't Right,Lee Brice,Love Like Crazy,192.013
That's When You Know It's Over,Lee Brice,Hard 2 Love,199.24
Friends We Won't Forget,Lee Brice,Hard 2 Love,218.946
Life Off My Years,Lee Brice,Hard 2 Love,273.146
Crazy Girl,Eli Young Band,Life At Best,200.706
Even If It Breaks Your Heart,Eli Young Band,Crazy Girl EP,220
Drunk Last Night,Eli Young Band,Drunk Last Night,218.36
Always The Love Songs,Eli Young Band,Jet Black and Jealous,221.8
Hey Girl,Billy Currington,We Are Tonight,200.533
We Are Tonight,Billy Currington,We Are Tonight,232.106
Must Be Doin' Somethin' Right,Billy Currington,Best Of,269.666
People Are Crazy,Billy Currington,Best Of,231.506
Let Me Down Easy,Billy Currington,Enjoy Yourself,230.053
Small Town USA,Justin Moore,Justin Moore,218.853
I Could Kick Your Ass,Justin Moore,Justin Moore,193.48
Back That Thing Up,Justin Moore,Justin Moore,155.626
Hank It,Justin Moore,Justin Moore,180.546
Good Ole American Way,Justin Moore,Justin Moore,167.16
Point At You,Justin Moore,Off The Beaten Path (Deluxe Edition),180.72
Beer Money,Kip Moore,Up All Night,218.146
Somethin' 'Bout A Truck,Kip Moore,Up All Night,213.826
Everything I Shouldn't Be Thinking About,Thompson Square,Just Feels Good,177.973
Chillin' It,Cole Swindell,Chillin' It,196.746
Let Her Go,Passenger,All the Little Lights,252.733
What Hurts The Most,Rascal Flatts,Me And My Gang,214.106
Bless The Broken Road,Rascal Flatts,Feels Like Today,226.68
My Wish,Rascal Flatts,Me And My Gang,248.28
Beer In Mexico,Kenny Chesney,Greatest Hits II,270
The Boys of Fall,Kenny Chesney,Hemingway's Whiskey,391.853
You and Tequila (feat. Grace Potter),Kenny Chesney,Hemingway's Whiskey,242.84
The Good Stuff,Kenny Chesney,Greatest Hits II,199.586
I Go Back,Kenny Chesney,Greatest Hits II,240.346
"No Shoes, No Shirt, No Problems",Kenny Chesney,Greatest Hits II,209.346
Don't Blink,Kenny Chesney,Just Who I Am: Poets & Pirates,285.28
Pirate Flag,Kenny Chesney,Life On A Rock,225.253
Wanted,Hunter Hayes,Hunter Hayes (Encore),228.84
Everybody's Got Somebody but Me (feat. Jason Mraz) - Encore,Hunter Hayes,Hunter Hayes (Encore),159.346
Somebody's Heartbreak,Hunter Hayes,Hunter Hayes (Encore),227.746
I Want Crazy - Encore,Hunter Hayes,I Want Crazy (Encore),236.865
Are You Gonna Kiss Me Or Not,Thompson Square,Thompson Square,184.92
Over And Over,Nelly,6 Pack (Explicit Version),254.2
Walk Away,Nelly,M.O.,258.519
Say Something,A Great Big World,Is There Anybody Out There?,233.266
Wasting All These Tears,Cassadee Pope,Wasting All These Tears,215.653
Friday Night,Eric Paslay,Friday Night,169.16
These Are My People,Rodney Atkins,If You're Going Through Hell,213.653
All Over The Road,Easton Corbin,All Over The Road,163.066
Felt Good On My Lips,Tim McGraw,Number One Hits,246.133
Take A Back Road,Rodney Atkins,Take A Back Road,209.426
"Lover, Lover",Jerrod Niemann,Judge Jerrod & The Hung Jury,193.733
American Ride,Toby Keith,American Ride,165.693
I'm Still a Guy,Brad Paisley,Hits Alive,248.786
You're Gonna Miss This,Trace Adkins,American Man: Greatest Hits Volume II,224.96
Cleaning This Gun (Come On In Boy),Rodney Atkins,If You're Going Through Hell,226.813
Free And Easy (Down The Road I Go),Dierks Bentley,Greatest Hits / Every Mile A Memory 2003 - 2008,201.12
I Loved Her First,Heartland,I Loved Her First,212.013
Tequila Makes Her Clothes Fall Off,Joe Nichols,Greatest Hits,187.066
Something to Be Proud Of,Montgomery Gentry,Something To Be Proud Of: Best Of 1999-2005,255.48
Mud On the Tires,Brad Paisley,Hits Alive,206.72
I Love This Bar,Toby Keith,Toby Keith 35 Biggest Hits,333.453
Red Dirt Road,Brooks & Dunn,#1s ... and then some,260.346
Man To Man - Album Version/Remix,Gary Allan,Alright Guy,223.106
19 Somethin’,Mark Wills,2nd Time Around,229.12
Beautiful Mess,Diamond Rio,Greatest Hits II,227.92
Goodnight Kiss,Randy Houser,How Country Feels,206.8
Drivin’ Around Song (feat. Jason Aldean),Colt Ford,Declaration of Independence (Deluxe Edition),220.125
The One That Got Away,Jake Owen,Barefoot Blue Jean Night,194.173
Somewhere In My Car,Keith Urban,Fuse (Deluxe Edition),236.906
Like Jesus Does,Eric Church,Chief,198.733
Then,Brad Paisley,American Saturday Night,321.64
When I Get Where I'm Going (feat. Dolly Parton) (feat. Dolly Parton),Brad Paisley,Hits Alive,246.546
19 You + Me,Dan + Shay,19 You + Me,217.406
Helluva Life,Frankie Ballard,Helluva Life,231.693
Remember When,Alan Jackson,34 Number Ones,271.28
Picture (feat. Sheryl Crow),Kid Rock,Cocky,298.96
Kiss Me In The Dark,Randy Rogers Band,Just A Matter Of Time,228.893
Young & Crazy,Frankie Ballard,Sunshine & Whiskey,180.346
Sunshine & Whiskey,Frankie Ballard,Sunshine & Whiskey,182.4
Just A Kiss,Lady A,Own The Night,218.84
Don't Ya,Brett Eldredge,Don't Ya,182.186
Stay,Lisa Loeb & Nine Stories,The Very Best Of,184.333
Stay - Acoustic,Lisa Loeb,Purple Tape,178.28
Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,259.933
Get Me Some Of That,Thomas Rhett,It Goes Like This,187.4
The Trouble With Girls,Scotty McCreery,Clear As Day,229.573
Chicks Dig It - Single Edit,Chris Cagle,Chris Cagle,210.56
In Color,Jamey Johnson,That Lonesome Song,290.68
Check Yes Or No,George Strait,Strait Out Of The Box,200.666
Goodbyes Made You Mine,JT Hodges,Goodbyes Made You Mine,172.146
Redneck Crazy,Tyler Farr,Redneck Crazy,216.04
Sleepy Little Town,JT Hodges,JT Hodges,214.56
Smile,Uncle Kracker,Happy Hour,201.626
Drift Away,Uncle Kracker,No Stranger to Shame,255.56
Follow Me,Uncle Kracker,Double Wide,218.439
Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,278.68
Born to Run,Bruce Springsteen,The Essential Bruce Springsteen,270.56
I'm On Fire,Bruce Springsteen,Born In The U.S.A.,155.88
8th of November,Big & Rich,Comin' to Your City,298.24
She Get Me High,Luke Bryan,Spring Break 6...Like We Ain't Ever,217.173
Night One,Luke Bryan,Spring Break 6...Like We Ain't Ever,233.933
Are You Leaving With Him,Luke Bryan,Spring Break 6...Like We Ain't Ever,203.96
Good Lookin' Girl,Luke Bryan,Spring Break 6...Like We Ain't Ever,223.4
The Sand I Brought To The Beach,Luke Bryan,Spring Break 6...Like We Ain't Ever,208.613
Need You Now,Lady A,Need You Now,277.573
You're Country,Florida Georgia Line,Anything Like Me,248.306
Waiting,Dustin Lynch,Dustin Lynch,218.933
Old Love Feels New,Chris Young,Neon,239.96
Hello Goodbye,Tyler Farr,Hello Goodbye,223.4
Facebook Friends - Bonus Track,Brad Paisley,Wheelhouse (Deluxe Version),249.373
Me And Tennessee (from the motion picture Country Strong),Tim McGraw,Tim McGraw & Friends,281.973
My Kind Of Woman,Justin Moore,Outlaws Like Me,163.773
Keep the Girl,Jason Aldean,Wide Open,269.92
Lucky Man,Montgomery Gentry,Playlist: The Very Best of Montgomery Gentry,196.426
Blood Brothers,Luke Bryan,Crash My Party,243.466
Let's Don't Call It a Night,Casey James,Casey James,205.626
Whiskey in My Water,Tyler Farr,Redneck Crazy,188.146
Dust On The Bottle,David Lee Murphy,Out With A Bang,224.666
Strawberry Wine,Deana Carter,The Deana Carter Collection,290.466
Beers Ago,Toby Keith,Clancy's Tavern (Deluxe Edition),206.64
Beat of the Music,Brett Eldredge,Bring You Back,179.293
Cop Car,Keith Urban,Fuse (Deluxe Edition),256.746
The Hard Way,Eric Church,Sinners Like Me,213.613
I Knew You Were Trouble.,Taylor Swift,Red,217.973
22,Taylor Swift,Red,230.133
We Are Never Ever Getting Back Together,Taylor Swift,Red,191.88
Mean,Taylor Swift,Speak Now,237.733
Love Story,Taylor Swift,Fearless,235.266
You Belong With Me,Taylor Swift,Fearless,231.133
Picture To Burn,Taylor Swift,Taylor Swift,173.066
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,Taylor Swift,203.04
Should've Said No,Taylor Swift,Taylor Swift,242.2
Our Song,Taylor Swift,Taylor Swift,201.106
Teardrops on My Guitar - Pop Version,Taylor Swift,Taylor Swift,179.066
Jar of Hearts,Christina Perri,lovestrong.,246.587
He's Mine,Rodney Atkins,Take A Back Road,191.026
Put a Girl in It,Brooks & Dunn,Cowboy Town,207.88
Little Moments,Brad Paisley,Hits Alive,221.066
Take a Little Ride,Jason Aldean,Night Train,187.613
Watching You,Rodney Atkins,If You're Going Through Hell,235.426
Travelin' Soldier,The Chicks,The Essential The Chicks,342.426
All About Tonight,Blake Shelton,All About Tonight,205.613
She's My Kind Of Crazy,Emerson Drive,She's My Kind Of Crazy,203.413
Farmer's Daughter,Rodney Atkins,Take A Back Road,207.04
Up All Night,Jon Pardi,Up All Night,212.426
Back To December,Taylor Swift,Speak Now,293.026
The Country Boy Song (feat. Earl Dibbles Jr.),Granger Smith,Dirt Road Driveway,206.6
Party For Two - Country Version With Intro,Shania Twain,Greatest Hits,211.533
Radio,Darius Rucker,True Believers,189.053
Doin' What She Likes,Blake Shelton,Based on a True Story... (Deluxe Edition),222.613
I Don't Dance,Lee Brice,I Don't Dance (Single),221.173
Invisible,Hunter Hayes,Invisible,276.4
Just a Dream,Carrie Underwood,Carnival Ride,284.706
Concrete Angel,Martina McBride,Greatest Hits,253
It Would Be You,Gary Allan,Greatest Hits,175
Rewind,Rascal Flatts,Rewind,206.266
Gimmie That Girl,Joe Nichols,Greatest Hits,185.333
We Were Us,Keith Urban,Fuse (Deluxe Edition),191.746
Angel Eyes,Love and Theft,Love and Theft,186.626
Rhythm Of Love,Plain White T's,Wonders Of The Younger,200.2
Mad World,Michael Andrews,Donnie Darko,187.933
Dirt Road,Kip Moore,Dirt Road,203.026
The South,The Cadillac Three,The South,278.253
Cut Me Some Slack,Chris Janson,Cut Me Some Slack,171.706
Yeah,Joe Nichols,Crickets,230.706
I Got A Car,George Strait,Love Is Everything,272.266
One,Ed Sheeran,One,252.76
This Is How We Roll - Remix,Florida Georgia Line,This Is How We Roll (Remix),206.96
Later On,The Swon Brothers,Later On,219.906
Clockwork,Easton Corbin,Clockwork,188.52
It's Your Love,Tim McGraw,Love Story,227.333
Chasin' Girls,Rodney Atkins,It's America,209.48
Sold (The Grundy County Auction Incident),John Michael Montgomery,Rhino Hi-Five: John Michael Montgomery,151.506
Something Like That,Tim McGraw,Number One Hits,183.733
What You Do to Me,Dan + Shay,What You Do to Me,210.08
Superman,Boyce Avenue,"New Acoustic Sessions, Vol. 2",194.093
Kiss Me,Sixpence None The Richer,6 PICKS: Essential Radio Hits EP,205.239
Collide,Howie Day,Stop All The World Now,249.12
Day Drinking,Little Big Town,Day Drinking,181.866
Don't,Ed Sheeran,x (Deluxe Edition),219.84
Photograph,Ed Sheeran,x (Deluxe Edition),258.986
Nina,Ed Sheeran,x (Deluxe Edition),225.533
Runaway,Ed Sheeran,x (Deluxe Edition),205.133
The Man,Ed Sheeran,x (Deluxe Edition),250.426
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),281.56
Take It Back,Ed Sheeran,x (Deluxe Edition),208.4
Even My Dad Does Sometimes,Ed Sheeran,x (Deluxe Edition),228.533
Ball Cap,Glen Templeton,Ball Cap,159.424
Hope You Get Lonely Tonight,Cole Swindell,Hope You Get Lonely Tonight,227.986
Accidentally In Love,Counting Crows,Accidentally In Love,188.613
Live Like You Were Dying,Tim McGraw,Number One Hits,300.333
Dirt,Florida Georgia Line,Dirt,230.626
Where It's At,Dustin Lynch,Where It's At,203.293
The High Life (feat. Chase Rice),Colt Ford,The High Life (feat. Chase Rice),243.797
Drunk On A Plane,Dierks Bentley,RISER,254.466
Beautiful Soul,Jesse McCartney,Beautiful Soul,214.226
Mary's Song (Oh My My My),Taylor Swift,Taylor Swift,213.08
Tim McGraw,Taylor Swift,Taylor Swift,232.106
Bartender,Lady A,Bartender,198.034
Runnin' Outta Moonlight,Randy Houser,How Country Feels,193.573
How Country Feels,Randy Houser,How Country Feels,185.093
Burnin' It Down,Jason Aldean,Burnin' It Down,222.447
American Kids,Kenny Chesney,American Kids,186.546
All-American Girl,Carrie Underwood,Carnival Ride,212.173
Leave The Night On,Sam Hunt,X2C,192.973
Neon Light,Blake Shelton,Neon Light,221.401
Ready Set Roll,Chase Rice,Ignite the Night,190.587
Do It Like This,Chase Rice,Ignite the Night,215.2
Diamond Rings And Old Barstools,Tim McGraw,Diamond Rings And Old Barstools,197.226
Come On Get Higher,Matt Nathanson,Some Mad Hope,215.173
Country Boy Love (feat. Earl Dibbles Jr.),Granger Smith,Dirt Road Driveway,212.906
Break Up In A Small Town,Sam Hunt,X2C,231.813
Ex To See,Sam Hunt,X2C,197.813
Beach Town,Chase Rice,Ignite the Night,223.867
MMM Girl,Chase Rice,Ignite the Night,223.353
Beer with the Boys,Chase Rice,Ignite the Night,208.675
Carolina Can,Chase Rice,Ignite the Night,220.454
We Goin' Out,Chase Rice,Ignite the Night,209.3
U Turn,Chase Rice,Ignite the Night,210.016
Speakers,Sam Hunt,Acoustic Mixtape,191.194
When You're Gone,Avril Lavigne,The Best Damn Thing,240.493
Please Don't Leave Me,P!nk,Greatest Hits...So Far!!!,232.4
Try,P!nk,The Truth About Love,247.906
Just Like a Pill,P!nk,M!ssundaztood,237.04
F**kin' Perfect,P!nk,Greatest Hits...So Far!!!,213.586
Who Knew,P!nk,Greatest Hits...So Far!!!,207.893
Dear Mr. President (feat. Indigo Girls),P!nk,Greatest Hits...So Far!!!,273.893
Complicated,Avril Lavigne,Let Go,244.506
A Guy Walks Into a Bar,Tyler Farr,A Guy Walks Into a Bar,196.213
Flora-Bama,Kenny Chesney,Flora-Bama,270.866
Lonely Eyes,Chris Young,A.M.,217.413
I Can't Wait (Be My Wife),Ben Rue,I Can't Wait (Be My Wife),244.44
Shut Me Up,Old Dominion,Shut Me Up,170.053
Mean to Me,Brett Eldredge,Bring You Back,228.906
My Eyes (feat. Gwen Sebastian),Blake Shelton,Based on a True Story... (Deluxe Edition),190.213
Show You Off,Dan + Shay,Show You Off,183.28
Best Night Ever,Gloriana,Best Night Ever,218.804
This Nothin' Town,Jason Aldean,Night Train,191.746
Kiss Me When I'm Down,Ryan Kinder,Kiss Me When I'm Down,236.96
Tattoo,Hunter Hayes,Storyline,196.733
Talk,Jason Aldean,Night Train,229.386
Water Tower,Jason Aldean,Night Train,223.866
Come Over,Kenny Chesney,Welcome To The Fishbowl,248.426
Rockin' The Beer Gut,Trailer Choir,Show Dog Nashville Presents,187.106
A Thousand Miles,Vanessa Carlton,Best Of,237.44
Anything Goes,Florida Georgia Line,Anything Goes,218.893
Sun Daze,Florida Georgia Line,Sun Daze,184.933
Break Down Here,Julie Roberts,Julie Roberts,245.493
Shake It Off,Taylor Swift,Shake It Off,219.2
Somewhere With You,Kenny Chesney,Hemingway's Whiskey,243.52
Summertime,Kenny Chesney,Greatest Hits II,206.226
River Bank,Brad Paisley,River Bank,182.56
Bumpin' The Night,Florida Georgia Line,Bumpin' The Night,221.133
Drinkin' Bone,Tracy Byrd,The Truth About Men,131.866
Should've Been A Cowboy,Toby Keith,20th Century Masters : The Millennium Collection : Best Of Toby Keith,209.626
Drinking Class,Lee Brice,Drinking Class,207.346
Lettin' The Night Roll,Justin Moore,Off The Beaten Path (Deluxe Edition),203.12
Sippin’ On Fire,Florida Georgia Line,Sippin' On Fire,193.786
Since U Been Gone,Kelly Clarkson,Breakaway,188.96
Good Good,Florida Georgia Line,Anything Goes,196.373
Smile,Florida Georgia Line,Anything Goes,169.866
Smoke,Florida Georgia Line,Anything Goes,214.986
Angel,Florida Georgia Line,Anything Goes,210.306
Confession,Florida Georgia Line,Anything Goes,190.64
Like You Ain’t Even Gone,Florida Georgia Line,Anything Goes,210.2
Every Night,Florida Georgia Line,Anything Goes,186.04
Just Gettin' Started,Jason Aldean,"Old Boots, New Dirt",195.39
Show You Off,Jason Aldean,"Old Boots, New Dirt",188.052
Tryin' to Love Me,Jason Aldean,"Old Boots, New Dirt",225.515
Sweet Little Somethin',Jason Aldean,"Old Boots, New Dirt",204.234
Laid Back,Jason Aldean,"Old Boots, New Dirt",184.018
Tonight Looks Good on You,Jason Aldean,"Old Boots, New Dirt",231.874
Too Fast,Jason Aldean,"Old Boots, New Dirt",202.344
If My Truck Could Talk,Jason Aldean,"Old Boots, New Dirt",210.628
"Old Boots, New Dirt",Jason Aldean,"Old Boots, New Dirt",173.972
I Took It with Me,Jason Aldean,"Old Boots, New Dirt",182.465
Miss That Girl,Jason Aldean,"Old Boots, New Dirt",175.978
Two Night Town,Jason Aldean,"Old Boots, New Dirt",200.01
Last Name,Carrie Underwood,Carnival Ride,241.053
Why,Jason Aldean,Jason Aldean,213.733
Something in the Water,Carrie Underwood,Something in the Water,237.093
Raised on It,Sam Hunt,Raised on It,235.466
Shotgun Rider,Tim McGraw,Sundown Heaven Town,235.386
Make You Miss Me,Sam Hunt,Montevallo,225.693
Take Your Time,Sam Hunt,Montevallo,243.706
Single For The Summer,Sam Hunt,Montevallo,310.306
Love You Like That,Canaan Smith,Love You Like That,205.84
Kiss Me,Sixpence None The Richer,6 PICKS: Essential Radio Hits EP,205.239
Break up with Him,Old Dominion,Old Dominion,201.971
Talladega,Eric Church,The Outsiders,262.28
Perfect Storm,Brad Paisley,Perfect Storm,234.84
Little Bitty,Alan Jackson,34 Number Ones,158.08
God Made Girls,RaeLynn,God Made Girls,216.253
Feelin’ It,Scotty McCreery,See You Tonight,198.226
Say You Do,Dierks Bentley,Riser,220.026
Nowhere Fast,Old Dominion,Old Dominion,190.346
Changes,Butterfly Boucher,Shrek 2,202.093
Blown Away,Carrie Underwood,Blown Away,240.133
Close Your Eyes,Parmalee,Feels Like Carolina,214.933
Big Girls Don't Cry (Personal),Fergie,The Dutchess,268.12
As Good As I Once Was,Toby Keith,Honkytonk University,227.84
Cold One,Eric Church,The Outsiders,205.226
Moonlight Crush,Outshyne,Startin' Over,233.56
One Hell Of An Amen,Brantley Gilbert,Just As I Am,221.466
Small Town Throwdown,Brantley Gilbert,Just As I Am,201.68
17 Again,Brantley Gilbert,Just As I Am,239.773
That Was Us,Brantley Gilbert,Just As I Am,226.44
I'm Gone,Brantley Gilbert,Just As I Am,213.373
My Baby's Guns N' Roses,Brantley Gilbert,Just As I Am,212.733
Lights Of My Hometown,Brantley Gilbert,Just As I Am,369.32
Shattered [Turn The Car Around],O.A.R.,All Sides,255.493
My Ol' Bronco,Luke Bryan,Spring Break...Checkin' Out,193.506
Spring Breakdown,Luke Bryan,Spring Break...Checkin' Out,228.32
Tomorrow,Chris Young,Neon,220.173
Ain't Worth the Whiskey,Cole Swindell,Cole Swindell,191.906
Damn Good Friends (with Jason Aldean) - Duet with Jason Aldean,Tyler Farr,Suffer in Peace,185.52
"Honey, I'm Good.",Andy Grammer,Magazines Or Novels,199.263
Games,Luke Bryan,Spring Break...Checkin' Out,176.293
I'm Comin' Over,Chris Young,I'm Comin' Over,197.306
Crash and Burn,Thomas Rhett,Crash and Burn,192.72
Don't It,Billy Currington,Summer Forever,189
T-Shirt,Thomas Rhett,Tangled Up,227.693
Noise,Kenny Chesney,Noise,206.533
Wanna Be That Song,Brett Eldredge,Illinois,236.226
Different For Girls,Dierks Bentley,Different For Girls,180.36
Night's On Fire,David Nail,Night's On Fire,189.506
Middle of a Memory,Cole Swindell,You Should Be Here,226.306
Fix,Chris Lane,Fix,189.186
Wide Open,Kane Brown,Chapter 1 - EP,185.106
There Goes My Everything,Kane Brown,Chapter 1 - EP,164.026
Ain't No Stopping Us Now,Kane Brown,Ain't No Stopping Us Now,182.48
Thunder in the Rain,Kane Brown,Thunder in the Rain,164.88
Used to Love You Sober,Kane Brown,Chapter 1 - EP,181.68
Smooth,Florida Georgia Line,Dig Your Roots,170.2
Dig Your Roots,Florida Georgia Line,Dig Your Roots,214.04
H.O.L.Y.,Florida Georgia Line,Dig Your Roots,194.186
Island,Florida Georgia Line,Dig Your Roots,160.773
May We All,Florida Georgia Line,Dig Your Roots,226.173
Lifer,Florida Georgia Line,Dig Your Roots,266.32
"Good Girl, Bad Boy",Florida Georgia Line,Dig Your Roots,231.773
"God, Your Mama, And Me",Florida Georgia Line,Dig Your Roots,183.413
Music Is Healing,Florida Georgia Line,Dig Your Roots,211.626
Drinkin' Too Much,Sam Hunt,Drinkin' Too Much,231.493
Sleep Without You,Brett Young,Brett Young EP,187.813
Yeah Boy,Kelsea Ballerini,The First Time,194.413
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,188.253
Ain't No Stopping Us Now,Kane Brown,Kane Brown,182.72
Gonna Wanna Tonight,Chase Rice,Ignite the Night (Party Edition),214.949
Rebound,Drew Baldridge,Dance With Ya - EP,271.493
Drinkin' Too Much,Sam Hunt,Drinkin' Too Much,231.493
Body Like A Back Road,Sam Hunt,Body Like A Back Road,165.386
Hurricane,Luke Combs,This One's for You - EP,224.293
Rock On,Tucker Beathard,Fight Like Hell EP,213.72
In the End,Linkin Park,,216.88
BURN IT DOWN,Linkin Park,,230.253
Bleed It Out,Linkin Park,,166.373
Numb,Linkin Park,,185.586
Paradise Lost,Hollywood Undead,,190.626
Let Me Go - Rock Version,3 Doors Down,,232.36
Kryptonite,3 Doors Down,,233.826
It's Not My Time,3 Doors Down,,241.96
Here Without You,3 Doors Down,,238.733
When I'm Gone,3 Doors Down,,260.333
Citizen/Soldier,3 Doors Down,,232.906
Away From The Sun,3 Doors Down,,232.066
All or Nothing,Theory of a Deadman,,210
Santa Monica,Theory of a Deadman,,246.546
Say Goodbye,Theory of a Deadman,,182
Bad Girlfriend,Theory of a Deadman,,205.626
Hate My Life,Theory of a Deadman,,190.4
Bitch Came Back,Theory of a Deadman,,219.36
Lowlife,Theory of a Deadman,,205.626
Hurricane,Theory of a Deadman,,257.453
The Truth Is... (I Lied About Everything),Theory of a Deadman,,207.933
Last Breathe,Creed,,238
You Found Me,The Fray,,241.853
Love Don't Die,The Fray,,183.333
She Hates Me,Puddle Of Mudd,,216.64
Psycho,Puddle Of Mudd,,210.653
How You Remind Me,Nickelback,,223.84
Never Gonna Be Alone,Nickelback,,227.026
If Today Was Your Last Day,Nickelback,,249.066
Feelin' Way Too Damn Good,Nickelback,,256
Burn It to the Ground,Nickelback,,212.346
Lullaby,Nickelback,,228.106
Something in Your Mouth,Nickelback,,219.253
Photograph,Nickelback,,258.92
S.E.X.,Nickelback,,233.84
Savin' Me,Nickelback,,219.32
If Everyone Cared,Nickelback,,218.013
This Afternoon,Nickelback,,273.493
3AM - 2007 Remaster,Matchbox Twenty,,224.906
Unwell - 2007 Remaster,Matchbox Twenty,,237.266
She's so Mean,Matchbox Twenty,,230.607
Push,Matchbox Twenty,,238.666
If You're Gone - 2007 Remaster,Matchbox Twenty,,274.293
Lips Of An Angel,Hinder,,261.853
Better Than Me,Hinder,,223.533
All American Nightmare,Hinder,,197.453
Without You,Hinder,,232.266
By The Way,Hinder,,231.68
Higher,Creed,,326.293
I Hate Everything About You,Three Days Grace,,231.48
Cage The Beast,Adelitas Way,,196.893
Hero,Skillet,,186.813
Comatose,Skillet,,230.426
Awake and Alive,Skillet,,209.493
Move,Thousand Foot Krutch,,208.693
Last Resort,Papa Roach,,200.48
Scars,Papa Roach,,208.213
Under The Knife,Rise Against,,165.173
Ladies And Gentlemen,Saliva,,217.24
Undead,Hollywood Undead,,265.053
Animal I Have Become,Three Days Grace,,231.4
Pain,Three Days Grace,,202.973
Hell Yeah,Rev Theory,,247.613
Remedy,Seether,,207.213
Fake It,Seether,,193.893
Love Stinks,The J. Geils Band,,224.56
Me and My Girl,Theory of a Deadman,,220.44
Hero Of War,Rise Against,,253.08
Addicted,Saving Abel,,222.826
Not Meant to Be,Theory of a Deadman,,214.333
How to Save a Life,The Fray,,262.533
Stay,Black Stone Cherry,,202.32
It's Been Awhile,Staind,,264.706
Summer Of '69,Bryan Adams,,212.933
Have You Ever Seen The Rain,Creedence Clearwater Revival,,158.866
Ooh La La,Faces,,214.08
